Sim_ID,Result,Total_Rounds,P_Alive_Count,E_Alive_Count,P_Remain_HP_Ratio,E_Remain_HP_Ratio,P_Corrosion_Deaths,E_Corrosion_Deaths,P_Tendency_Distribution,E_Tendency_Distribution,P_Dmg_Split,E_Dmg_Split,P_Heal_Done,E_Heal_Done,P_Status_Impact,E_Status_Impact,P_Skill_Counters,E_Skill_Counters
90,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:248|Status:0,Direct:0|Status:0,54,0,None,None,Norm:4|Ult:1,Norm:1
91,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:251|Status:0,Direct:0|Status:0,39,0,None,None,Ult:1|Norm:4,Norm:1
92,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:261|Status:0,Direct:0|Status:0,42,0,None,None,Ult:1|Norm:4,Norm:1
93,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:263|Status:0,Direct:0|Status:0,39,0,None,None,Ult:1|Norm:4,Norm:1
94,PlayerWin,2,4,0,95.6,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:232|Status:0,Direct:45|Status:0,84,0,None,None,Ult:1|Norm:7,Norm:4
95,PlayerWin,3,4,0,97.1,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:263|Status:0,Direct:16|Status:0,81,0,None,None,Norm:8|Ult:1,Norm:3
96,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:264|Status:0,Direct:0|Status:0,42,0,None,None,Norm:5|Ult:1,Norm:1
97,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:247|Status:0,Direct:0|Status:0,39,0,None,None,Norm:5|Ult:1,Norm:1
98,PlayerWin,3,4,0,97.6,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:253|Status:0,Direct:13|Status:0,72,0,None,None,Ult:1|Norm:9,Norm:3
99,PlayerWin,2,4,0,95.0,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:244|Status:0,Direct:27|Status:0,39,0,None,None,Ult:1|Norm:5,Norm:2
100,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:7|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2|Heal:4,Utility:4|Aggressive:10|DebuffToEnemy:4|BuffToAlly:2,Direct:247|Status:0,Direct:12|Status:0,51,0,None,None,Ult:1|Norm:5,Norm:2
