Sim_ID,Result,Total_Rounds,P_Alive_Count,E_Alive_Count,P_Remain_HP_Ratio,E_Remain_HP_Ratio,P_Corrosion_Deaths,E_Corrosion_Deaths,P_Tendency_Distribution,E_Tendency_Distribution,P_Dmg_Split,E_Dmg_Split,P_Heal_Done,E_Heal_Done,P_Status_Impact,E_Status_Impact,P_Skill_Counters,E_Skill_Counters
90,PlayerWin,2,4,0,90.8,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:238|Status:0,Direct:40|Status:0,0,0,None,None,Ult:1|Norm:6,Norm:2
91,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:234|Status:0,Direct:0|Status:0,0,0,None,None,Ult:1|Norm:4,Norm:1
92,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:258|Status:0,Direct:0|Status:0,0,0,None,None,Norm:4|Ult:1,None
93,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:235|Status:0,Direct:0|Status:0,0,0,None,None,Norm:4|Ult:1,Norm:2
94,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:231|Status:0,Direct:0|Status:0,0,0,None,None,Norm:4|Ult:1,None
95,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:235|Status:0,Direct:0|Status:0,0,0,None,None,Norm:4|Ult:1,None
96,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:218|Status:0,Direct:0|Status:0,0,0,None,None,Norm:4|Ult:1,None
97,PlayerWin,2,4,0,99.1,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:244|Status:0,Direct:4|Status:0,0,0,None,None,Norm:4|Ult:1,Norm:1
98,PlayerWin,2,4,0,98.6,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:268|Status:0,Direct:6|Status:0,0,0,None,None,Norm:4|Ult:1,Norm:3
99,PlayerWin,2,4,0,98.9,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:244|Status:0,Direct:5|Status:0,0,0,None,None,Norm:4|Ult:1,Norm:2
100,PlayerWin,2,4,0,98.6,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:3|Heal:1|BuffToAlly:2,Utility:4|Aggressive:9|DebuffToEnemy:5|BuffToAlly:2,Direct:247|Status:0,Direct:6|Status:0,0,0,None,None,Norm:6|Ult:1,Norm:2
