Sim_ID,Result,Total_Rounds,P_Alive_Count,E_Alive_Count,P_Remain_HP_Ratio,E_Remain_HP_Ratio,P_Corrosion_Deaths,E_Corrosion_Deaths,P_Tendency_Distribution,E_Tendency_Distribution,P_Dmg_Split,E_Dmg_Split,P_Heal_Done,E_Heal_Done,P_Status_Impact,E_Status_Impact,P_Skill_Counters,E_Skill_Counters
90,PlayerWin,2,4,0,98.9,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:266|Status:0,Direct:5|Status:0,0,0,None,None,Norm:5|Ult:1,Norm:1
91,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:242|Status:0,Direct:0|Status:0,0,0,None,None,Norm:4|Ult:1,Norm:1
92,PlayerWin,1,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:255|Status:0,Direct:0|Status:0,0,0,None,None,Ult:1|Norm:1,None
93,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:252|Status:0,Direct:0|Status:0,0,0,None,None,Norm:4|Ult:1,None
94,PlayerWin,2,4,0,99.1,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:239|Status:0,Direct:4|Status:0,0,0,None,None,Norm:4|Ult:1,Norm:1
95,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:247|Status:0,Direct:0|Status:0,0,0,None,None,Norm:4|Ult:1,Norm:1
96,PlayerWin,2,4,0,99.1,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:260|Status:0,Direct:4|Status:0,0,0,None,None,Norm:4|Ult:1,Norm:1
97,PlayerWin,2,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:270|Status:0,Direct:0|Status:0,0,0,None,None,Norm:4|Ult:1,Norm:2
98,PlayerWin,1,4,0,98.6,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:254|Status:0,Direct:6|Status:0,0,0,None,None,Norm:2|Ult:1,Norm:1
99,PlayerWin,2,4,0,95.2,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:248|Status:0,Direct:21|Status:0,0,0,None,None,Norm:4|Ult:1,Norm:3
100,PlayerWin,1,4,0,100.0,0.0,0,0,Utility:10|Aggressive:11|DebuffToEnemy:2|Heal:1|BuffToAlly:2,Utility:4|Aggressive:8|DebuffToEnemy:5|BuffToAlly:2,Direct:249|Status:0,Direct:0|Status:0,0,0,None,None,Ult:1|Norm:1,None
